ProcCode,ProcName,ProcType,ProcDuration,ProcCost
X633095,ΡΗΞΗ ΚΑΤΑΦΥΣΗΣ ΤΡΙΚΕΦΑΛΟΥ ΒΡΑΧΙΟΝΙΟΥ ΜΥΟΣ: ΔΕΥΤΕΡΟ,Surgical,160,2050
X633119,ΤΕΝΟΝΤΟΔΕΣΗ ΤΕΝΟΝΤΑ ΔΙΚΕΦΑΛΟΥ ΒΡΑΧΙΟΝΙΟΥ ΜΥΟΣ ΣΤΟΝ,Surgical,160,1970
X633133,ΔΙΑΔΕΡΜΙΚΗ ΤΕΝΟΤΟΜΗ ΠΑΡΑΚΟΝΔΥΛΙΑΣ Ή ΠΑΡΑΤΡΟΧΙΛΙΑΣ ,Surgical,80,1090
X633139,"ΒΙΟΨΙΑ, ΜΑΛΑΚΩΝ ΜΟΡΙΩΝ ΒΡΑΧΙΟΝΙΟΥ ΚΑΙ/Ή ΑΓΚΩΝΟΣ. Ε",Surgical,240,1570
X633141,"ΒΙΟΨΙΑ, ΜΑΛΑΚΩΝ ΜΟΡΙΩΝ ΒΡΑΧΙΟΝΙΟΥ ΚΑΙ/Ή ΑΓΚΩΝΟΣ. Ε",Surgical,150,1730
X633145,"ΑΦΑΙΡΕΣΗ, ΟΓΚΟΥ, ΜΑΛΑΚΩΝ ΜΟΡΙΩΝ ΒΡΑΧΙΟΝΙΟΥ ΚΑΙ/Ή Α",Surgical,120,2500
X633151,"ΑΦΑΙΡΕΣΗ, ΟΓΚΟΥ, ΜΑΛΑΚΩΝ ΜΟΡΙΩΝ ΒΡΑΧΙΟΝΙΟΥ ΚΑΙ/Ή Α",Surgical,150,980
X633159,"ΡΙΖΙΚΗ ΕΚΤΟΜΗ ΟΓΚΟΥ (Π.Χ. ΚΑΚΟΗΘΕΣ ΝΕΟΠΛΑΣΜΑ), ΜΑΛ",Surgical,240,1620
X633169,ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΚΥΣΤΗΣ ΟΣΤΟΥ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ,Surgical,240,2420
X633173,ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΚΥΣΤΗΣ ΟΣΤΟΥ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ,Surgical,210,2740
X633175,ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΚΥΣΤΗΣ ΟΣΤΟΥ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ,Surgical,120,900
X633189,ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΚΥΣΤΗΣ ΟΣΤΟΥ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ,Surgical,240,2020
X633241,ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΚΥΣΤΗΣ ΟΣΤΟΥ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ,Surgical,150,2180
X633249,ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΚΥΣΤΗΣ ΟΣΤΟΥ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ,Surgical,240,2820
X633259,ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΚΥΣΤΗΣ ΟΣΤΟΥ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ,Surgical,240,1620
X633289,ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΚΥΣΤΗΣ ΟΣΤΟΥ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ,Surgical,240,2020
X633299,ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΚΥΣΤΗΣ ΟΣΤΟΥ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ,Surgical,240,2820
X633309,ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΚΥΣΤΗΣ ΟΣΤΟΥ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ,Surgical,240,1620
X633311,ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΚΥΣΤΗΣ ΟΣΤΟΥ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ,Surgical,150,1780
X633329,ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΚΥΣΤΗΣ ΟΣΤΟΥ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ,Surgical,240,1220
X633331,ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΚΥΣΤΗΣ ΟΣΤΟΥ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ,Surgical,150,1380
X633359,ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΚΥΣΤΗΣ ΟΣΤΟΥ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ,Surgical,240,1620
X633369,ΑΦΑΙΡΕΣΗ Ή ΑΠΟΞΕΣΗ ΚΥΣΤΗΣ ΟΣΤΟΥ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ,Surgical,240,2420
X633371,ΑΦΑΙΡΕΣΗ ΟΓΚΟΥ ΝΕΥΡΙΚΉΣ ΑΡΧΗΣ ΣΤΟ ΒΡΑΧΙΟΝΙΟ Ή ΑΓΚΩ,Surgical,150,2580
X633389,"ΑΝΟΙΚΤΗ ΘΕΡΑΠΕΙΑ ΜΕΤΑΚΑΡΠΙΟΦΑΛΑΓΓΙΚΗΣ ΕΞΑΡΘΡΩΣΗΣ, ",Surgical,240,1570
X633399,ΟΞΕΙΑ ΟΣΤΕΟΜΥΕΛΙΤΙΔΑ ΟΣΤΩΝ ΑΝΤΙΒΡΑΧΙΟΥ - ΔΙΑΝΟΙΞΗ ,Surgical,120,2370
X633409,ΧΡΟΝΙΑ ΟΣΤΕΟΜΥΕΛΙΤΙΔΑ ΟΣΤΩΝ ΑΝΤΙΒΡΑΧΙΟΥ - ΔΙΑΝΟΙΞΗ,Surgical,240,1620
X633413,ΧΡΟΝΙΑ ΟΣΤΕΟΜΥΕΛΙΤΙΔΑ ΟΣΤΩΝ ΑΝΤΙΒΡΑΧΙΟΥ - ΔΙΑΝΟΙΞΗ,Surgical,210,1940
X633429,ΧΡΟΝΙΑ ΟΣΤΕΟΜΥΕΛΙΤΙΔΑ ΟΣΤΩΝ ΑΝΤΙΒΡΑΧΙΟΥ - ΔΕΥΤΕΡΟΓ,Surgical,120,770
X633439,"ΤΡΑΥΜΑ, ΠΥΩΔΗΣ ΣΥΛΛΟΓΗ ΜΑΛΑΚΩΝ ΜΟΡΙΩΝ - ΔΙΑΝΟΙΞΗ Π",Surgical,80,1570
X633443,ΜΕΤΕΓΧΕΙΡΗΤΙΚΗ ΠΥΩΔΗΣ ΣΥΛΛΟΓΗ ΜΑΛΑΚΩΝ ΜΟΡΙΩΝ - ΔΙΑ,Surgical,160,1890
X633451,"ΔΗΓΜΑ, ΠΥΩΔΗΣ ΣΥΛΛΟΓΗ ΜΑΛΑΚΩΝ ΜΟΡΙΩΝ - ΔΙΑΝΟΙΞΗ ΠΑ",Surgical,80,530
X633459,"ΕΙΔΙΚΕΣ ΦΛΕΓΜΟΝΕΣ ΤΟΥ ΑΝΤΙΒΡΑΧΙΟΥ (TBC, ΜΥΚΗΤΕΣ ΚΛ",Surgical,240,1620
X633469,ΟΞΕΙΑ ΟΣΤΕΟΜΥΕΛΙΤΙΔΑ ΟΣΤΩΝ ΤΟΥ ΚΑΡΠΟΥ - ΔΙΑΝΟΙΞΗ Π,Surgical,80,1970
X633471,"ΤΡΑΥΜΑ, ΟΞΕΙΑ ΟΣΤΕΟΜΥΕΛΙΤΙΔΑ ΟΣΤΩΝ ΤΟΥ ΚΑΡΠΟΥ - ΔΙ",Surgical,120,2130
X633489,"ΕΙΔΙΚΕΣ ΦΛΕΓΜΟΝΕΣ ΤΟΥ ΚΑΡΠΟΥ (TBC, ΜΥΚΗΤΕΣ ΚΛΠ) - ",Surgical,240,2020
X633499,"ΔΗΓΜΑ, ΠΥΩΔΗΣ ΣΥΛΛΟΓΗ ΜΑΛΑΚΩΝ ΜΟΡΙΩΝ - ΔΙΑΝΟΙΞΗ ΠΑ",Surgical,80,2370
X633509,ΚΑΤΑΓΜΑ ΔΙΑΦΥΣΗΣ ΚΕΡΚΙΔΟΣ: ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ,Surgical,160,1170
X633511,ΚΑΤΑΓΜΑ ΔΙΑΦΥΣΗΣ ΚΕΡΚΙΔΟΣ: ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΚΑΙ ΕΞΩ,Surgical,80,1330
X633529,ΚΑΤΑΓΜΑ ΔΙΑΦΥΣΗΣ ΚΕΡΚΙΔΟΣ: ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΚΑΙ ΕΝΔ,Surgical,80,770
X633599,ΚΑΤΑΓΜΑ ΔΙΑΦΥΣΗΣ ΚΕΡΚΙΔΟΣ: ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΙ ΟΣΤ,Surgical,240,2370
X633641,ΚΑΤΑΓΜΑ ΔΙΑΦΥΣΗΣ ΚΕΡΚΙΔΟΣ ΜΕ ΕΞΑΡΘΡΗΜΑ ΑΠΩ ΚΕΡΚΙΔΟ,Surgical,160,1730
X633643,ΚΑΤΑΓΜΑ ΔΙΑΦΥΣΗΣ ΚΕΡΚΙΔΟΣ ΜΕ ΕΞΑΡΘΡΗΜΑ ΑΠΩ ΚΕΡΚΙΔΟ,Surgical,210,1890
X633645,ΚΑΤΑΓΜΑ ΔΙΑΦΥΣΗΣ ΚΕΡΚΙΔΟΣ ΜΕ ΕΞΑΡΘΡΗΜΑ ΑΠΩ ΚΕΡΚΙΔΟ,Surgical,120,2050
X633647,ΚΑΤΑΓΜΑ ΔΙΑΦΥΣΗΣ ΩΛΕΝΗΣ: ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ,Surgical,160,2210
X633659,ΚΑΤΑΓΜΑ ΔΙΑΦΥΣΗΣ ΩΛΕΝΗΣ: ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΚΑΙ ΕΞΩΤΕ,Surgical,160,1170
X633663,ΚΑΤΑΓΜΑ ΔΙΑΦΥΣΗΣ ΩΛΕΝΗΣ: ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΚΑΙ ΕΝΔΟΜ,Surgical,120,1490
X633679,ΚΑΤΑΓΜΑ ΔΙΑΦΥΣΗΣ ΩΛΕΝΗΣ: ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΙ ΟΣΤΕΟ,Surgical,240,770
X633681,ΚΑΤΑΓΜΑΤΑ ΔΙΑΦΥΣΗΣ ΚΕΡΚΙΔΑΣ ΚΑΙ ΩΛΕΝΗΣ: ΚΛΕΙΣΤΗ ΑΝ,Surgical,120,930
X633683,ΚΑΤΑΓΜΑΤΑ ΔΙΑΦΥΣΗΣ ΚΕΡΚΙΔΑΣ ΚΑΙ ΩΛΕΝΗΣ: ΚΛΕΙΣΤΗ ΑΝ,Surgical,160,1090
X633685,ΚΑΤΑΓΜΑΤΑ ΔΙΑΦΥΣΗΣ ΚΕΡΚΙΔΑΣ ΚΑΙ ΩΛΕΝΗΣ: ΑΝΟΙΚΤΗ ΑΝ,Surgical,120,1250
X633779,ΚΑΤΑΓΜΑΤΑ ΔΙΑΦΥΣΗΣ ΚΕΡΚΙΔΑΣ ΚΑΙ ΩΛΕΝΗΣ: ΑΝΟΙΚΤΗ ΑΝ,Surgical,240,770
X633861,ΚΑΤΑΓΜΑ ΠΕΡΙΦΕΡΙΚΟΥ ΤΜΗΜΑΤΟΣ ΚΕΡΚΙΔΟΣ ΜΕ Ή ΧΩΡΙΣ Κ,Surgical,120,1330
X633863,ΚΑΤΑΓΜΑ ΠΕΡΙΦΕΡΙΚΟΥ ΤΜΗΜΑΤΟΣ ΚΕΡΚΙΔΟΣ ΜΕ Ή ΧΩΡΙΣ Κ,Surgical,160,1490
X633937,"ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ, ΧΕΡΙΑ Ή ΔΑΚΤΥΛΑ",Surgical,80,1410
X633939,XEI/KOΣ ΚΑΘΑΡΙΣΜΟΣ ΑΙΜΑΤΩΜΑΤΟΣ Ή ΑΠΟΣΤΗΜΑΤΟΣ ΠΥΕΛΟ,Surgical,120,1570
X633941,XEI/KOΣ ΚΑΘΑΡΙΣΜΟΣ ΣΗΠΤΙΚΗΣ ΑΡΘΡΙΤΙΔΑΣ ΚΑΤ ΙΣΧΙΟΝ ,Surgical,160,1730
X633943,XEI/KOΣ ΚΑΘΑΡΙΣΜΟΣ ΣΗΠΤΙΚΗΣ ΑΡΘΡΙΤΙΔΑΣ-ΟΣΤΕΟΜΥΕΛΙΤ,Surgical,80,1890
X633959,"ΤΕΝΟΝΤΟΤΟΜΗ, ΠΡΟΣΑΓΩΓΟΣ ΙΣΧΙΟΥ, ΔΙΑΔΕΡΜΙΚΗ (ΞΕΧΩΡΙ",Surgical,160,1170
X633961,"ΤΕΝΟΝΤΟΤΟΜΗ, ΠΡΟΣΑΓΩΓΟΣ ΙΣΧΙΟΥ, ΑΝΟΙΚΤΗ",Surgical,150,1330
X633965,ΑΝΕΝΕΡΓΟΣ,Surgical,160,1650
X633969,ΑΝΕΝΕΡΓΟΣ,Surgical,120,1970
X633971,"ΤΕΝΟΝΤΟΤΟΜΗ, ΚΑΜΠΤΗΡΕΣ ΚΑΙ/Ή ΕΚΤΕΙΝΩΝ(ΤΕΣ) ΙΣΧΙΟΥ,",Surgical,150,2130
X634009,"ΠΕΡΙΤΟΝΙΟΤΟΜΗ, ΙΣΧΙΟ Ή ΜΗΡΟΣ, ΟΠΟΙΟΥΔΗΠΟΤΕ ΤΥΠΟΥ",Surgical,120,1170
X634013,"ΠΕΡΙΤΟΝΙΟΤΟΜΗ(ΕΣ) ΑΠΟΣΥΜΠΙΕΣΗΣ, ΠΥΕΛΙΚΑ (ΓΛΟΥΤΙΑΙΑ",Surgical,80,1490
X634019,XEI/KOΣ ΚΑΘΑΡΙΣΜΟΣ ΣΗΠΤΙΚΗΣ ΑΡΘΡΙΤΙΔΑΣ ΚΑΤ ΙΣΧΙΟΝ ,Surgical,80,1970
X634025,XEI/KOΣ ΚΑΘΑΡΙΣΜΟΣ ΣΗΠΤΙΚΗΣ ΑΡΘΡΙΤΙΔΑΣ ΚΑΤ ΙΣΧΙΟΝ ,Surgical,80,450
X634029,ΑΝΕΝΕΡΓΟΣ,Surgical,160,770
X634031,ΑΝΕΝΕΡΓΟΣ,Surgical,80,930
X634039,"ΒΙΟΨΙΑ, ΜΑΛΑΚΟΣ ΙΣΤΟΣ ΠΕΡΙΟΧΗΣ ΠΥΕΛΟΥ Ή ΙΣΧΙΟΥ, ΕΠ",Surgical,120,1570
X634041,"ΒΙΟΨΙΑ, ΜΑΛΑΚΟΣ ΙΣΤΟΣ ΠΕΡΙΟΧΗΣ ΠΥΕΛΟΥ ΚΑΙ ΙΣΧΙΟΥ, ",Surgical,160,1730
X634053,"ΕΚΤΟΜΗ, ΟΓΚΟΣ, ΠΕΡΙΟΧΗ ΠΥΕΛΟΥ Ή ΙΣΧΙΟΥ, ΥΠΟΔΟΡΙΟΣ ",Surgical,210,1140
X634055,"ΕΚΤΟΜΗ, ΟΓΚΟΣ, ΠΕΡΙΟΧΗ ΠΥΕΛΟΥ ΚΑΙ ΙΣΧΙΟΥ. ΕΝ ΤΩ ΒΑ",Surgical,120,1300
X634057,"ΡΙΖΙΚΗ ΕΚΤΟΜΗ ΟΓΚΟΥ, ΜΑΛΑΚΟΥ ΙΣΤΟΥ ΠΕΡΙΟΧΗΣ ΠΥΕΛΟΥ",Surgical,180,1460
X634059,"ΑΡΘΡΟΤΟΜΗ, ΜΕ ΒΙΟΨΙΑ. ΙΕΡΟΛΑΓΟΝΙΑ ΑΡΘΡΩΣΗ",Surgical,160,1170
X634063,"ΑΡΘΡΟΤΟΜΗ, ΜΕ ΒΙΟΨΙΑ. ΚΑΤ´ΙΣΧΙΟΝ ΑΡΘΡΩΣΗ",Surgical,120,1490
X634067,"ΑΡΘΡΟΤΟΜΗ ΜΕ ΥΜΕΝΕΚΤΟΜΗ, ΚΑΤ' ΙΣΧΙΟΝ ΑΡΘΡΩΣΗ",Surgical,180,2260
X634073,"ΠΕΡΙΤΟΝΙΟΤΟΜΗ(ΕΣ) ΑΠΟΣΥΜΠΙΕΣΗΣ, ΠΥΕΛΙΚΑ (ΓΛΟΥΤΙΑΙΑ",Surgical,80,2290
X634079,ΑΝΕΝΕΡΓΟΣ,Surgical,80,770
X634083,ΕΚΤΟΜΗ. ΘΥΛΑΚΟΥ ΤΡΟΧΑΝΤΗΡΑ Ή ΑΣΒΕΣΤΟΠΟΙΗΣΗΣ,Surgical,210,1540
X634089,ΕΚΤΟΜΗ ΚΥΣΤΗΣ ΟΣΤΟΥ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ. ΕΠΙΦΑΝΕΙΑΚΗ,Surgical,240,2020
X634091,ΕΚΤΟΜΗ ΚΥΣΤΗΣ ΟΣΤΟΥ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ. ΕΝ ΤΩ ΒΑΘΕΙ,Surgical,150,2180
X634093,ΕΚΤΟΜΗ ΚΥΣΤΗΣ ΟΣΤΟΥ Ή ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ. ΜΕ ΑΥΤΟΜΟΣΧ,Surgical,210,2340
X634099,ΧΕΙ.ΚΟΣ ΚΑΘΑΡΙΣΜΟΣ ΜΕ Η ΧΩΡΙΣ ΕΚΤΟΜΗ ΟΣΤΟΥ ΣΕ ΠΕΡΙ,Surgical,240,2820
X634101,ΧΕΙ.ΚΟΣ ΚΑΘΑΡΙΣΜΟΣ ΜΕ Η ΧΩΡΙΣ ΕΚΤΟΜΗ ΟΣΤΟΥ ΣΕ ΠΕΡΙ,Surgical,150,980
X634109,"ΡΙΖΙΚΗ ΕΚΤΟΜΗ ΟΓΚΟΥ Ή ΛΟΙΜΩΞΗΣ, ΠΤΕΡΥΓΑ ΛΑΓΟΝΙΟΥ, ",Surgical,240,1620
X634111,"ΡΙΖΙΚΗ ΕΚΤΟΜΗ ΟΓΚΟΥ Ή ΛΟΙΜΩΞΗΣ, ΛΑΓΟΝΙΟ ΟΣΤΟΥΝ, ΠΕ",Surgical,150,1780
X634113,"ΡΙΖΙΚΗ ΕΚΤΟΜΗ ΟΓΚΟΥ Ή ΛΟΙΜΩΞΗΣ, ΑΝΩΝΥΜΟ ΟΣΤΟΥΝ, ΟΛ",Surgical,210,1940
X634115,"ΡΙΖΙΚΗ ΕΚΤΟΜΗ ΟΓΚΟΥ Ή ΛΟΙΜΩΞΗΣ, ΙΣΧΙΑΚΟ ΚΥΡΤΩΜΑ ΚΑ",Surgical,120,2100
X634117,"ΡΙΖΙΚΗ ΕΚΤΟΜΗ ΟΓΚΟΥ Ή ΛΟΙΜΩΞΗΣ, ΙΣΧΙΑΚΟ ΚΥΡΤΩΜΑ ΚΑ",Surgical,180,2260
X634119,"ΚΟΚΚΥΓΕΚΤΟΜΗ, ΠΡΩΤΟΠΑΘΗΣ",Surgical,240,2420
X634131,"ΑΦΑΙΡΕΣΗ ΞΕΝΟΥ ΣΩΜΑΤΟΣ, ΛΕΚΑΝΗ Ή ΙΣΧΙΟ, ΥΠΟΔΟΡΙΟΣ ",Surgical,150,1380
X634133,"ΑΦΑΙΡΕΣΗ ΞΕΝΟΥ ΣΩΜΑΤΟΣ, ΛΕΚΑΝΗ Ή ΙΣΧΙΟ, ΕΝ ΤΩ ΒΑΘΕ",Surgical,210,1540
X634139,ΑΦΑΙΡΕΣΗ ΟΛΙΚΗΣ ΑΡΘΡΟΠΛΑΣΤΙΚΗΣ ΙΣΧΙΟΥ,Surgical,240,2020
X634141,ΑΦΑΙΡΕΣΗ ΟΛΙΚΗΣ ΑΡΘΡΟΠΛΑΣΤΙΚΗΣ ΙΣΧΙΟΥ ΜΕ ΤΟΠΟΘΕΤΗΣ,Surgical,150,2180
X634145,ΔΙΑΔΙΚΑΣΙΑ ΕΓΧΥΣΗΣ ΓΙΑ ΑΡΘΡΟΓΡΑΦΙΑ ΤΗΣ ΚΑΤ' ΙΣΧΙΟΝ,Surgical,80,2050
X634149,ΔΙΑΔΙΚΑΣΙΑ ΕΓΧΥΣΗΣ ΓΙΑ ΑΡΘΡΟΓΡΑΦΙΑ ΤΗΣ ΚΑΤ' ΙΣΧΙΟΝ,Surgical,160,2370
X634151,"ΔΙΑΔΙΚΑΣΙΑ ΕΓΧΥΣΗΣ ΓΙΑ ΤΗΝ ΙΕΡΟΛΑΓΟΝΙΑ ΑΡΘΡΩΣΗ, ΑΡ",Surgical,80,530
X634153,ΑΝΕΝΕΡΓΟΣ,Surgical,120,690
X634155,ΑΝΕΝΕΡΓΟΣ,Surgical,160,850
X634159,ΑΝΕΝΕΡΓΟΣ,Surgical,120,1170
X634169,ΑΝΕΝΕΡΓΟΣ,Surgical,80,1970
X634179,ΑΝΕΝΕΡΓΟΣ,Surgical,160,770
X634181,ΑΝΕΝΕΡΓΟΣ,Surgical,80,930
X634199,ΟΣΤΕΟΤΟΜΙΕΣ ΤΥΠΟΥ PEMBERTON BERNESE,Surgical,80,2370
X634203,"ΠΛΑΣΤΙΚΗ ΚΟΤΥΛΗΣ, ΕΚΤΟΜΗ ΚΕΦΑΛΗΣ ΤΟΥ ΜΗΡΙΑΙΟΥ (Π.Χ",Surgical,210,1140
X634209,"ΗΜΙΑΡΘΡΟΠΛΑΣΤΙΚΗ, ΙΣΧΙΟ, ΜΕΡΙΚΗ (Π.Χ. ΠΡΟΘΕΣΗ ΜΗΡΙ",Surgical,160,1620
X634219,"ΑΡΘΡΟΠΛΑΣΤΙΚΗ, ΠΡΟΣΘΕΤΙΚΗ ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΚΟΤΥΛΗΣ ΚΑ",Surgical,120,2420
X634223,ΜΕΤΑΤΡΟΠΗ ΠΡΟΗΓΟΥΜΕΝΗΣ ΧΕΙΡΟΥΡΓΙΚΗΣ ΕΠΕΜΒΑΣΗΣ ΙΣΧΙ,Surgical,80,2740
X634227,"ΑΝΑΘΕΩΡΗΣΗ ΟΛΙΚΗΣ ΑΡΘΡΟΠΛΑΣΤΙΚΗΣ ΙΣΧΙΟΥ, ΑΜΦΟΤΕΡΑ ",Surgical,160,1060
X634233,"ΑΝΑΘΕΩΡΗΣΗ ΟΛΙΚΗΣ ΑΡΘΡΟΠΛΑΣΤΙΚΗΣ ΙΣΧΙΟΥ, ΜΟΝΟ ΤΗΣ ",Surgical,160,1540
X634235,"ΑΝΑΘΕΩΡΗΣΗ ΟΛΙΚΗΣ ΑΡΘΡΟΠΛΑΣΤΙΚΗΣ ΙΣΧΙΟΥ, ΜΟΝΟ ΤΟ Μ",Surgical,80,1700
X634239,ΟΣΤΕΟΤΟΜΙΑ ΚΑΙ ΜΕΤΑΦΟΡΑ ΤΟΥ ΜΕΙΖΟΝΑ ΤΡΟΧΑΝΤΗΡΑ ΤΟΥ,Surgical,160,1570
X634251,"ΟΣΤΕΟΤΟΜΙΑ, ΛΑΓΟΝΙΟ, ΚΟΤΥΛΗ Ή ΑΝΩΝΥΜΟ ΟΣΤΟΥΝ,",Surgical,160,530
X634253,ΟΣΤΕΟΤΟΜΙΕΣ ΤΥΠΟΥ PEMBERTON BERNESE,Surgical,80,690
X634261,"ΟΣΤΕΟΤΟΜΙΑ, ΛΑΓΟΝΙΟ, ΚΟΤΥΛΗ Ή ΑΝΩΝΥΜΟ ΟΣΤΟΥΝ, ΜΕ Ο",Surgical,120,1330
X634271,"ΟΣΤΕΟΤΟΜΙΑ, ΛΑΓΟΝΙΟ, ΚΟΤΥΛΗ Ή ΑΝΩΝΥΜΟ ΟΣΤΟΥΝ, ΜΕ Ο",Surgical,150,2130
X634275,"ΟΣΤΕΟΤΟΜΙΑ, ΛΕΚΑΝΗ, ΑΜΦΟΤΕΡΟΠΛΕΥΡΟΣ (Π.Χ. ΣΥΓΓΕΝΗΣ",Surgical,160,450
X634281,ΑΝΕΝΕΡΓΟΣ,Surgical,160,930
X634289,"ΟΣΤΕΟΤΟΜΙΑ, ΔΙΑΤΡΟΧΑΝΤΗΡΙΟΣ Ή ΥΠΟΤΡΟΧΑΝΤΗΡΙΟΣ ΠΕΡΙ",Surgical,80,1570
X634299,"ΟΣΤΙΚΟ ΜΟΣΧΕΥΜΑ, ΚΕΦΑΛΗ ΜΗΡΙΑΙΟΥ, ΑΥΧΕΝΑΣ, ΔΙΑΤΡΟΧ",Surgical,160,2370
X634309,ΑΝΕΝΕΡΓΟΣ,Surgical,120,1170
X634311,"ΘΕΡΑΠΕΙΑ ΜΕΤΑΤΟΠΙΣΜΕΝΗΣ ΕΠΙΦΥΣΗΣ ΜΗΡΙΑΙΟΥ, ΜΕ ΜΙΑ ",Surgical,160,1330
X634313,ΑΝΕΝΕΡΓΟΣ,Surgical,80,1490
X634315,"ΑΝΟΙΚΤΗ ΘΕΡΑΠΕΙΑ ΜΕΤΑΤΟΠΙΣΜΕΝΗΣ ΕΠΙΦΥΣΗΣ ΜΗΡΙΑΙΟΥ,",Surgical,120,1650
X634317,"ΑΝΟΙΚΤΗ ΘΕΡΑΠΕΙΑ ΜΕΤΑΤΟΠΙΣΜΕΝΗΣ ΕΠΙΦΥΣΗΣ ΜΗΡΙΑΟΥ, ",Surgical,180,1810
X634321,"ΑΝΟΙΚΤΗ ΘΕΡΑΠΕΙΑ ΜΕΤΑΤΟΠΙΣΜΕΝΗΣ ΕΠΙΦΥΣΗΣ ΜΗΡΙΑΟΥ, ",Surgical,150,2130
X634329,ΑΝΕΝΕΡΓΟΣ,Surgical,160,770
X634333,"ΠΡΟΦΥΛΑΚΤΙΚΗ ΘΕΡΑΠΕΙΑ (ΗΛΩΣΗ, ΤΟΠΟΘΕΤΗΣΗ ΚΑΡΦΙΔΩΝ,",Surgical,120,1090
X634345,ΚΛΕΙΣΤΗ ΘΕΡΑΠΕΙΑ ΚΑΤΑΓΜΑΤΩΝ ΤΟΥ ΠΥΕΛΙΚΟΥ ΔΑΚΤΥΛΙΟΥ,Surgical,120,2050
X634347,ΚΛΕΙΣΤΗ ΘΕΡΑΠΕΙΑ ΚΑΤΑΓΜΑΤΩΝ ΤΟΥ ΠΥΕΛΙΚΟΥ ΔΑΚΤΥΛΙΟΥ,Surgical,160,2210
X634359,ΚΛΕΙΣΤΗ ΘΕΡΑΠΕΙΑ ΚΟΚΚΥΓΙΚΟΥ ΚΑΤΑΓΜΑΤΟΣ,Surgical,160,1170
X634363,ΑΝΟΙΚΤΗ ΘΕΡΑΠΕΙΑ ΚΟΚΚΥΓΙΚΟΥ ΚΑΤΑΓΜΑΤΟΣ,Surgical,210,1490
X634389,"ΑΝΟΙΚΤΗ ΘΕΡΑΠΕΙΑ ΚΑΤΑΓΜΑΤΩΝ ΛΑΓΟΝΙΟΥ ΑΚΑΝΘΑΣ(ΩΝ), ",Surgical,240,1570
X634391,ΔΙΑΔΕΡΜΙΚΗ ΟΣΤΕΟΣΥΝΘΕΣΗ,Surgical,80,1730
X634393,ΑΝΟΙΚΤΗ ΘΕΡΑΠΕΙΑ ΚΑΤΑΓΜΑΤΟΣ ΟΣΤΩΝ ΠΡΟΣΘΙΑΣ ΠΥΕΛΟΥ ,Surgical,210,1890
