Date,ShiftType,Department,StaffCategory,SubClass,StaffCount
2026-03-12,Night,ENT,Doctor,ENT,3
2026-03-12,Night,ENT,Nurse,Nurse,6
2026-03-12,Afternoon,Gastroenterology,Admin,Archivist,1
2026-03-12,Afternoon,Gastroenterology,Admin,Registrar,1
2026-03-12,Afternoon,Gastroenterology,Doctor,Gastroenterology,3
2026-03-12,Afternoon,Gastroenterology,Nurse,Nurse,3
2026-03-12,Afternoon,Gastroenterology,Nurse,AssistantNurse,3
2026-03-12,Morning,Gastroenterology,Admin,Accountant,1
2026-03-12,Morning,Gastroenterology,Admin,Secretary,1
2026-03-12,Morning,Gastroenterology,Doctor,Gastroenterology,2
2026-03-12,Morning,Gastroenterology,Nurse,HeadNurse,1
2026-03-12,Morning,Gastroenterology,Nurse,AssistantNurse,5
2026-03-12,Night,Gastroenterology,Admin,RecordsClerk,1
2026-03-12,Night,Gastroenterology,Admin,Scheduler,1
2026-03-12,Night,Gastroenterology,Doctor,Gastroenterology,3
2026-03-12,Night,Gastroenterology,Nurse,Nurse,6
2026-03-12,Afternoon,ICU,Admin,Registrar,1
2026-03-12,Afternoon,ICU,Admin,Archivist,1
2026-03-12,Afternoon,ICU,Doctor,IntensiveCare,2
2026-03-12,Afternoon,ICU,Nurse,AssistantNurse,3
2026-03-12,Afternoon,ICU,Nurse,Nurse,3
2026-03-12,Morning,ICU,Admin,Secretary,1
2026-03-12,Morning,ICU,Admin,Accountant,1
2026-03-12,Morning,ICU,Doctor,IntensiveCare,2
2026-03-12,Morning,ICU,Nurse,HeadNurse,1
2026-03-12,Morning,ICU,Nurse,AssistantNurse,5
2026-03-12,Night,ICU,Admin,Scheduler,1
2026-03-12,Night,ICU,Admin,RecordsClerk,1
2026-03-12,Night,ICU,Doctor,IntensiveCare,2
2026-03-12,Night,ICU,Nurse,Nurse,6
2026-03-12,Afternoon,"Internal Medicine",Admin,Registrar,1
2026-03-12,Afternoon,"Internal Medicine",Admin,Archivist,1
2026-03-12,Afternoon,"Internal Medicine",Doctor,InternalMed,2
2026-03-12,Afternoon,"Internal Medicine",Nurse,Nurse,3
2026-03-12,Afternoon,"Internal Medicine",Nurse,AssistantNurse,3
2026-03-12,Morning,"Internal Medicine",Admin,Secretary,1
2026-03-12,Morning,"Internal Medicine",Admin,Accountant,1
2026-03-12,Morning,"Internal Medicine",Doctor,InternalMed,2
2026-03-12,Morning,"Internal Medicine",Nurse,HeadNurse,1
2026-03-12,Morning,"Internal Medicine",Nurse,AssistantNurse,5
2026-03-12,Night,"Internal Medicine",Admin,RecordsClerk,1
2026-03-12,Night,"Internal Medicine",Admin,Scheduler,1
2026-03-12,Night,"Internal Medicine",Doctor,InternalMed,3
2026-03-12,Night,"Internal Medicine",Nurse,Nurse,6
2026-03-12,Afternoon,Nephrology,Admin,Registrar,1
2026-03-12,Afternoon,Nephrology,Admin,Archivist,1
2026-03-12,Afternoon,Nephrology,Doctor,Nephrology,2
2026-03-12,Afternoon,Nephrology,Nurse,AssistantNurse,3
2026-03-12,Afternoon,Nephrology,Nurse,Nurse,3
2026-03-12,Morning,Nephrology,Admin,Secretary,1
2026-03-12,Morning,Nephrology,Admin,Accountant,1
2026-03-12,Morning,Nephrology,Doctor,Nephrology,2
2026-03-12,Morning,Nephrology,Nurse,HeadNurse,1
2026-03-12,Morning,Nephrology,Nurse,AssistantNurse,5
2026-03-12,Night,Nephrology,Admin,Scheduler,1
2026-03-12,Night,Nephrology,Admin,RecordsClerk,1
2026-03-12,Night,Nephrology,Doctor,Nephrology,3
2026-03-12,Night,Nephrology,Nurse,Nurse,6
2026-03-12,Afternoon,Neurology,Admin,Registrar,1
2026-03-12,Afternoon,Neurology,Admin,Archivist,1
2026-03-12,Afternoon,Neurology,Doctor,Neurology,2
2026-03-12,Afternoon,Neurology,Nurse,AssistantNurse,3
2026-03-12,Afternoon,Neurology,Nurse,Nurse,3
2026-03-12,Morning,Neurology,Admin,Secretary,1
2026-03-12,Morning,Neurology,Admin,Accountant,1
2026-03-12,Morning,Neurology,Doctor,Neurology,2
2026-03-12,Morning,Neurology,Nurse,AssistantNurse,5
2026-03-12,Morning,Neurology,Nurse,HeadNurse,1
2026-03-12,Night,Neurology,Admin,RecordsClerk,1
2026-03-12,Night,Neurology,Admin,Scheduler,1
2026-03-12,Night,Neurology,Doctor,Neurology,2
2026-03-12,Night,Neurology,Nurse,Nurse,6
2026-03-12,Afternoon,Oncology,Admin,Registrar,1
2026-03-12,Afternoon,Oncology,Admin,Archivist,1
2026-03-12,Afternoon,Oncology,Doctor,Oncology,2
2026-03-12,Afternoon,Oncology,Nurse,AssistantNurse,3
2026-03-12,Afternoon,Oncology,Nurse,Nurse,3
2026-03-12,Morning,Oncology,Admin,Accountant,1
2026-03-12,Morning,Oncology,Admin,Secretary,1
2026-03-12,Morning,Oncology,Doctor,Oncology,2
2026-03-12,Morning,Oncology,Nurse,AssistantNurse,5
2026-03-12,Morning,Oncology,Nurse,HeadNurse,1
2026-03-12,Night,Oncology,Admin,RecordsClerk,1
2026-03-12,Night,Oncology,Admin,Scheduler,1
2026-03-12,Night,Oncology,Doctor,Oncology,3
2026-03-12,Night,Oncology,Nurse,Nurse,6
2026-03-12,Afternoon,Ophthalmology,Admin,Archivist,1
2026-03-12,Afternoon,Ophthalmology,Admin,Registrar,1
2026-03-12,Afternoon,Ophthalmology,Doctor,Ophthalmology,2
2026-03-12,Afternoon,Ophthalmology,Nurse,AssistantNurse,3
2026-03-12,Afternoon,Ophthalmology,Nurse,Nurse,3
2026-03-12,Morning,Ophthalmology,Admin,Accountant,1
2026-03-12,Morning,Ophthalmology,Admin,Secretary,1
2026-03-12,Morning,Ophthalmology,Doctor,Ophthalmology,3
2026-03-12,Morning,Ophthalmology,Nurse,HeadNurse,1
2026-03-12,Morning,Ophthalmology,Nurse,AssistantNurse,5
2026-03-12,Night,Ophthalmology,Admin,RecordsClerk,1
2026-03-12,Night,Ophthalmology,Admin,Scheduler,1
2026-03-12,Night,Ophthalmology,Doctor,Ophthalmology,3
2026-03-12,Night,Ophthalmology,Nurse,Nurse,6
2026-03-12,Afternoon,Orthopedics,Admin,Archivist,1
2026-03-12,Afternoon,Orthopedics,Admin,Registrar,1
2026-03-12,Afternoon,Orthopedics,Doctor,Orthopedics,2
2026-03-12,Afternoon,Orthopedics,Nurse,Nurse,3
2026-03-12,Afternoon,Orthopedics,Nurse,AssistantNurse,3
2026-03-12,Morning,Orthopedics,Admin,Secretary,1
2026-03-12,Morning,Orthopedics,Admin,Accountant,1
2026-03-12,Morning,Orthopedics,Doctor,Orthopedics,2
2026-03-12,Morning,Orthopedics,Nurse,AssistantNurse,5
2026-03-12,Morning,Orthopedics,Nurse,HeadNurse,1
2026-03-12,Night,Orthopedics,Admin,RecordsClerk,1
2026-03-12,Night,Orthopedics,Admin,Scheduler,1
2026-03-12,Night,Orthopedics,Doctor,Orthopedics,3
2026-03-12,Night,Orthopedics,Nurse,Nurse,6
2026-03-12,Afternoon,Pediatrics,Admin,Registrar,1
2026-03-12,Afternoon,Pediatrics,Admin,Archivist,1
2026-03-12,Afternoon,Pediatrics,Doctor,Pediatrics,2
2026-03-12,Afternoon,Pediatrics,Nurse,Nurse,3
2026-03-12,Afternoon,Pediatrics,Nurse,AssistantNurse,3
2026-03-12,Morning,Pediatrics,Admin,Secretary,1
2026-03-12,Morning,Pediatrics,Admin,Accountant,1
2026-03-12,Morning,Pediatrics,Doctor,Pediatrics,2
2026-03-12,Morning,Pediatrics,Nurse,HeadNurse,1
2026-03-12,Morning,Pediatrics,Nurse,AssistantNurse,5
2026-03-12,Night,Pediatrics,Admin,RecordsClerk,1
2026-03-12,Night,Pediatrics,Admin,Scheduler,1
2026-03-12,Night,Pediatrics,Doctor,Pediatrics,3
2026-03-12,Night,Pediatrics,Nurse,Nurse,6
2026-03-12,Afternoon,Psychiatry,Admin,Archivist,1
2026-03-12,Afternoon,Psychiatry,Admin,Registrar,1
2026-03-12,Afternoon,Psychiatry,Doctor,Psychiatry,2
2026-03-12,Afternoon,Psychiatry,Nurse,Nurse,3
2026-03-12,Afternoon,Psychiatry,Nurse,AssistantNurse,3
2026-03-12,Morning,Psychiatry,Admin,Accountant,1
2026-03-12,Morning,Psychiatry,Admin,Secretary,1
2026-03-12,Morning,Psychiatry,Doctor,Psychiatry,2
2026-03-12,Morning,Psychiatry,Nurse,AssistantNurse,5
2026-03-12,Morning,Psychiatry,Nurse,HeadNurse,1
2026-03-12,Night,Psychiatry,Admin,RecordsClerk,1
2026-03-12,Night,Psychiatry,Admin,Scheduler,1
2026-03-12,Night,Psychiatry,Doctor,Psychiatry,3
2026-03-12,Night,Psychiatry,Nurse,Nurse,6
2026-03-12,Afternoon,Pulmonology,Admin,Archivist,1
2026-03-12,Afternoon,Pulmonology,Admin,Registrar,1
2026-03-12,Afternoon,Pulmonology,Doctor,Pulmonology,2
2026-03-12,Afternoon,Pulmonology,Nurse,AssistantNurse,3
2026-03-12,Afternoon,Pulmonology,Nurse,Nurse,3
2026-03-12,Morning,Pulmonology,Admin,Accountant,1
2026-03-12,Morning,Pulmonology,Admin,Secretary,1
2026-03-12,Morning,Pulmonology,Doctor,Pulmonology,2
2026-03-12,Morning,Pulmonology,Nurse,HeadNurse,1
2026-03-12,Morning,Pulmonology,Nurse,AssistantNurse,5
2026-03-12,Night,Pulmonology,Admin,Scheduler,1
2026-03-12,Night,Pulmonology,Admin,RecordsClerk,1
2026-03-12,Night,Pulmonology,Doctor,Pulmonology,2
2026-03-12,Night,Pulmonology,Nurse,Nurse,6
2026-03-12,Afternoon,Surgery,Admin,Archivist,1
2026-03-12,Afternoon,Surgery,Admin,Registrar,1
2026-03-12,Afternoon,Surgery,Doctor,Surgery,2
2026-03-12,Afternoon,Surgery,Nurse,AssistantNurse,3
2026-03-12,Afternoon,Surgery,Nurse,Nurse,3
2026-03-12,Morning,Surgery,Admin,Accountant,1
2026-03-12,Morning,Surgery,Admin,Secretary,1
2026-03-12,Morning,Surgery,Doctor,Surgery,2
2026-03-12,Morning,Surgery,Nurse,AssistantNurse,5
2026-03-12,Morning,Surgery,Nurse,HeadNurse,1
2026-03-12,Night,Surgery,Admin,RecordsClerk,1
2026-03-12,Night,Surgery,Admin,Scheduler,1
2026-03-12,Night,Surgery,Doctor,Surgery,3
2026-03-12,Night,Surgery,Nurse,Nurse,6
2026-03-13,Afternoon,Cardiology,Admin,Archivist,1
2026-03-13,Afternoon,Cardiology,Admin,Registrar,1
2026-03-13,Afternoon,Cardiology,Doctor,Cardiology,2
2026-03-13,Afternoon,Cardiology,Nurse,Nurse,3
2026-03-13,Afternoon,Cardiology,Nurse,AssistantNurse,3
2026-03-13,Morning,Cardiology,Admin,Secretary,1
2026-03-13,Morning,Cardiology,Admin,Accountant,1
2026-03-13,Morning,Cardiology,Doctor,Cardiology,2
2026-03-13,Morning,Cardiology,Nurse,HeadNurse,1
2026-03-13,Morning,Cardiology,Nurse,AssistantNurse,5
2026-03-13,Night,Cardiology,Admin,Scheduler,1
2026-03-13,Night,Cardiology,Admin,RecordsClerk,1
2026-03-13,Night,Cardiology,Doctor,Cardiology,2
2026-03-13,Night,Cardiology,Nurse,Nurse,6
2026-03-13,Afternoon,Emergency,Admin,Archivist,1
2026-03-13,Afternoon,Emergency,Admin,Registrar,1
2026-03-13,Afternoon,Emergency,Doctor,EmergencyMed,3
2026-03-13,Afternoon,Emergency,Nurse,AssistantNurse,3
2026-03-13,Afternoon,Emergency,Nurse,Nurse,3
2026-03-13,Morning,Emergency,Admin,Accountant,1
2026-03-13,Morning,Emergency,Admin,Secretary,1
2026-03-13,Morning,Emergency,Doctor,EmergencyMed,3
2026-03-13,Morning,Emergency,Nurse,AssistantNurse,5
2026-03-13,Morning,Emergency,Nurse,HeadNurse,1
2026-03-13,Night,Emergency,Admin,RecordsClerk,1
2026-03-13,Night,Emergency,Admin,Scheduler,1
2026-03-13,Night,Emergency,Doctor,EmergencyMed,3
2026-03-13,Night,Emergency,Nurse,Nurse,6
2026-03-13,Afternoon,ENT,Admin,Archivist,1
2026-03-13,Afternoon,ENT,Admin,Registrar,1
2026-03-13,Afternoon,ENT,Doctor,ENT,2
2026-03-13,Afternoon,ENT,Nurse,AssistantNurse,3
2026-03-13,Afternoon,ENT,Nurse,Nurse,3
2026-03-13,Morning,ENT,Admin,Secretary,1
2026-03-13,Morning,ENT,Admin,Accountant,1
2026-03-13,Morning,ENT,Doctor,ENT,2
2026-03-13,Morning,ENT,Nurse,AssistantNurse,5
2026-03-13,Morning,ENT,Nurse,HeadNurse,1
2026-03-13,Night,ENT,Admin,Scheduler,1
2026-03-13,Night,ENT,Admin,RecordsClerk,1
2026-03-13,Night,ENT,Doctor,ENT,3
2026-03-13,Night,ENT,Nurse,Nurse,6
2026-03-13,Afternoon,Gastroenterology,Admin,Archivist,1
2026-03-13,Afternoon,Gastroenterology,Admin,Registrar,1
2026-03-13,Afternoon,Gastroenterology,Doctor,Gastroenterology,3
2026-03-13,Afternoon,Gastroenterology,Nurse,Nurse,3
2026-03-13,Afternoon,Gastroenterology,Nurse,AssistantNurse,3
2026-03-13,Morning,Gastroenterology,Admin,Secretary,1
2026-03-13,Morning,Gastroenterology,Admin,Accountant,1
2026-03-13,Morning,Gastroenterology,Doctor,Gastroenterology,2
2026-03-13,Morning,Gastroenterology,Nurse,HeadNurse,1
2026-03-13,Morning,Gastroenterology,Nurse,AssistantNurse,5
2026-03-13,Night,Gastroenterology,Admin,RecordsClerk,1
2026-03-13,Night,Gastroenterology,Admin,Scheduler,1
2026-03-13,Night,Gastroenterology,Doctor,Gastroenterology,3
2026-03-13,Night,Gastroenterology,Nurse,Nurse,6
2026-03-13,Afternoon,ICU,Admin,Archivist,1
2026-03-13,Afternoon,ICU,Admin,Registrar,1
2026-03-13,Afternoon,ICU,Doctor,IntensiveCare,2
2026-03-13,Afternoon,ICU,Nurse,Nurse,3
2026-03-13,Afternoon,ICU,Nurse,AssistantNurse,3
2026-03-13,Morning,ICU,Admin,Accountant,1
2026-03-13,Morning,ICU,Admin,Secretary,1
2026-03-13,Morning,ICU,Doctor,IntensiveCare,2
2026-03-13,Morning,ICU,Nurse,AssistantNurse,5
2026-03-13,Morning,ICU,Nurse,HeadNurse,1
2026-03-13,Night,ICU,Admin,Scheduler,1
2026-03-13,Night,ICU,Admin,RecordsClerk,1
2026-03-13,Night,ICU,Doctor,IntensiveCare,2
2026-03-13,Night,ICU,Nurse,Nurse,6
2026-03-13,Afternoon,"Internal Medicine",Admin,Registrar,1
2026-03-13,Afternoon,"Internal Medicine",Admin,Archivist,1
2026-03-13,Afternoon,"Internal Medicine",Doctor,InternalMed,2
2026-03-13,Afternoon,"Internal Medicine",Nurse,AssistantNurse,3
2026-03-13,Afternoon,"Internal Medicine",Nurse,Nurse,3
2026-03-13,Morning,"Internal Medicine",Admin,Accountant,1
2026-03-13,Morning,"Internal Medicine",Admin,Secretary,1
2026-03-13,Morning,"Internal Medicine",Doctor,InternalMed,2
2026-03-13,Morning,"Internal Medicine",Nurse,AssistantNurse,5
2026-03-13,Morning,"Internal Medicine",Nurse,HeadNurse,1
2026-03-13,Night,"Internal Medicine",Admin,RecordsClerk,1
2026-03-13,Night,"Internal Medicine",Admin,Scheduler,1
2026-03-13,Night,"Internal Medicine",Doctor,InternalMed,3
2026-03-13,Night,"Internal Medicine",Nurse,Nurse,6
2026-03-13,Afternoon,Nephrology,Admin,Registrar,1
2026-03-13,Afternoon,Nephrology,Admin,Archivist,1
2026-03-13,Afternoon,Nephrology,Doctor,Nephrology,2
2026-03-13,Afternoon,Nephrology,Nurse,Nurse,3
2026-03-13,Afternoon,Nephrology,Nurse,AssistantNurse,3
2026-03-13,Morning,Nephrology,Admin,Secretary,1
2026-03-13,Morning,Nephrology,Admin,Accountant,1
2026-03-13,Morning,Nephrology,Doctor,Nephrology,2
2026-03-13,Morning,Nephrology,Nurse,HeadNurse,1
2026-03-13,Morning,Nephrology,Nurse,AssistantNurse,5
2026-03-13,Night,Nephrology,Admin,Scheduler,1
2026-03-13,Night,Nephrology,Admin,RecordsClerk,1
2026-03-13,Night,Nephrology,Doctor,Nephrology,3
2026-03-13,Night,Nephrology,Nurse,Nurse,6
2026-03-13,Afternoon,Neurology,Admin,Archivist,1
2026-03-13,Afternoon,Neurology,Admin,Registrar,1
2026-03-13,Afternoon,Neurology,Doctor,Neurology,2
2026-03-13,Afternoon,Neurology,Nurse,AssistantNurse,3
2026-03-13,Afternoon,Neurology,Nurse,Nurse,3
2026-03-13,Morning,Neurology,Admin,Secretary,1
2026-03-13,Morning,Neurology,Admin,Accountant,1
2026-03-13,Morning,Neurology,Doctor,Neurology,2
2026-03-13,Morning,Neurology,Nurse,HeadNurse,1
2026-03-13,Morning,Neurology,Nurse,AssistantNurse,5
2026-03-13,Night,Neurology,Admin,Scheduler,1
2026-03-13,Night,Neurology,Admin,RecordsClerk,1
2026-03-13,Night,Neurology,Doctor,Neurology,2
2026-03-13,Night,Neurology,Nurse,Nurse,6
2026-03-13,Afternoon,Oncology,Admin,Registrar,1
2026-03-13,Afternoon,Oncology,Admin,Archivist,1
2026-03-13,Afternoon,Oncology,Doctor,Oncology,2
2026-03-13,Afternoon,Oncology,Nurse,Nurse,3
2026-03-13,Afternoon,Oncology,Nurse,AssistantNurse,3
2026-03-13,Morning,Oncology,Admin,Secretary,1
2026-03-13,Morning,Oncology,Admin,Accountant,1
2026-03-13,Morning,Oncology,Doctor,Oncology,2
2026-03-13,Morning,Oncology,Nurse,AssistantNurse,5
2026-03-13,Morning,Oncology,Nurse,HeadNurse,1
2026-03-13,Night,Oncology,Admin,Scheduler,1
2026-03-13,Night,Oncology,Admin,RecordsClerk,1
2026-03-13,Night,Oncology,Doctor,Oncology,3
2026-03-13,Night,Oncology,Nurse,Nurse,6
2026-03-13,Afternoon,Ophthalmology,Admin,Registrar,1
2026-03-13,Afternoon,Ophthalmology,Admin,Archivist,1
2026-03-13,Afternoon,Ophthalmology,Doctor,Ophthalmology,2
2026-03-13,Afternoon,Ophthalmology,Nurse,AssistantNurse,3
2026-03-13,Afternoon,Ophthalmology,Nurse,Nurse,3
2026-03-13,Morning,Ophthalmology,Admin,Accountant,1
2026-03-13,Morning,Ophthalmology,Admin,Secretary,1
2026-03-13,Morning,Ophthalmology,Doctor,Ophthalmology,3
2026-03-13,Morning,Ophthalmology,Nurse,HeadNurse,1
2026-03-13,Morning,Ophthalmology,Nurse,AssistantNurse,5
2026-03-13,Night,Ophthalmology,Admin,Scheduler,1
2026-03-13,Night,Ophthalmology,Admin,RecordsClerk,1
2026-03-13,Night,Ophthalmology,Doctor,Ophthalmology,3
2026-03-13,Night,Ophthalmology,Nurse,Nurse,6
2026-03-13,Afternoon,Orthopedics,Admin,Registrar,1
2026-03-13,Afternoon,Orthopedics,Admin,Archivist,1
2026-03-13,Afternoon,Orthopedics,Doctor,Orthopedics,2
2026-03-13,Afternoon,Orthopedics,Nurse,AssistantNurse,3
2026-03-13,Afternoon,Orthopedics,Nurse,Nurse,3
2026-03-13,Morning,Orthopedics,Admin,Accountant,1
2026-03-13,Morning,Orthopedics,Admin,Secretary,1
2026-03-13,Morning,Orthopedics,Doctor,Orthopedics,2
2026-03-13,Morning,Orthopedics,Nurse,HeadNurse,1
2026-03-13,Morning,Orthopedics,Nurse,AssistantNurse,5
2026-03-13,Night,Orthopedics,Admin,Scheduler,1
2026-03-13,Night,Orthopedics,Admin,RecordsClerk,1
2026-03-13,Night,Orthopedics,Doctor,Orthopedics,3
2026-03-13,Night,Orthopedics,Nurse,Nurse,6
2026-03-13,Afternoon,Pediatrics,Admin,Registrar,1
2026-03-13,Afternoon,Pediatrics,Admin,Archivist,1
2026-03-13,Afternoon,Pediatrics,Doctor,Pediatrics,2
2026-03-13,Afternoon,Pediatrics,Nurse,AssistantNurse,3
2026-03-13,Afternoon,Pediatrics,Nurse,Nurse,3
2026-03-13,Morning,Pediatrics,Admin,Secretary,1
2026-03-13,Morning,Pediatrics,Admin,Accountant,1
2026-03-13,Morning,Pediatrics,Doctor,Pediatrics,2
2026-03-13,Morning,Pediatrics,Nurse,HeadNurse,1
2026-03-13,Morning,Pediatrics,Nurse,AssistantNurse,5
2026-03-13,Night,Pediatrics,Admin,Scheduler,1
2026-03-13,Night,Pediatrics,Admin,RecordsClerk,1
2026-03-13,Night,Pediatrics,Doctor,Pediatrics,3
2026-03-13,Night,Pediatrics,Nurse,Nurse,6
2026-03-13,Afternoon,Psychiatry,Admin,Archivist,1
2026-03-13,Afternoon,Psychiatry,Admin,Registrar,1
2026-03-13,Afternoon,Psychiatry,Doctor,Psychiatry,2
2026-03-13,Afternoon,Psychiatry,Nurse,Nurse,3
2026-03-13,Afternoon,Psychiatry,Nurse,AssistantNurse,3
2026-03-13,Morning,Psychiatry,Admin,Secretary,1
2026-03-13,Morning,Psychiatry,Admin,Accountant,1
2026-03-13,Morning,Psychiatry,Doctor,Psychiatry,2
2026-03-13,Morning,Psychiatry,Nurse,AssistantNurse,5
2026-03-13,Morning,Psychiatry,Nurse,HeadNurse,1
2026-03-13,Night,Psychiatry,Admin,RecordsClerk,1
2026-03-13,Night,Psychiatry,Admin,Scheduler,1
2026-03-13,Night,Psychiatry,Doctor,Psychiatry,3
2026-03-13,Night,Psychiatry,Nurse,Nurse,6
2026-03-13,Afternoon,Pulmonology,Admin,Registrar,1
2026-03-13,Afternoon,Pulmonology,Admin,Archivist,1
2026-03-13,Afternoon,Pulmonology,Doctor,Pulmonology,2
2026-03-13,Afternoon,Pulmonology,Nurse,Nurse,3
2026-03-13,Afternoon,Pulmonology,Nurse,AssistantNurse,3
2026-03-13,Morning,Pulmonology,Admin,Accountant,1
2026-03-13,Morning,Pulmonology,Admin,Secretary,1
2026-03-13,Morning,Pulmonology,Doctor,Pulmonology,2
2026-03-13,Morning,Pulmonology,Nurse,HeadNurse,1
2026-03-13,Morning,Pulmonology,Nurse,AssistantNurse,5
2026-03-13,Night,Pulmonology,Admin,RecordsClerk,1
2026-03-13,Night,Pulmonology,Admin,Scheduler,1
2026-03-13,Night,Pulmonology,Doctor,Pulmonology,2
2026-03-13,Night,Pulmonology,Nurse,Nurse,6
2026-03-13,Afternoon,Surgery,Admin,Archivist,1
2026-03-13,Afternoon,Surgery,Admin,Registrar,1
2026-03-13,Afternoon,Surgery,Doctor,Surgery,2
2026-03-13,Afternoon,Surgery,Nurse,Nurse,3
2026-03-13,Afternoon,Surgery,Nurse,AssistantNurse,3
2026-03-13,Morning,Surgery,Admin,Secretary,1
2026-03-13,Morning,Surgery,Admin,Accountant,1
2026-03-13,Morning,Surgery,Doctor,Surgery,2
2026-03-13,Morning,Surgery,Nurse,AssistantNurse,5
2026-03-13,Morning,Surgery,Nurse,HeadNurse,1
2026-03-13,Night,Surgery,Admin,RecordsClerk,1
2026-03-13,Night,Surgery,Admin,Scheduler,1
2026-03-13,Night,Surgery,Doctor,Surgery,3
2026-03-13,Night,Surgery,Nurse,Nurse,6
2026-03-14,Afternoon,Cardiology,Admin,Archivist,1
2026-03-14,Afternoon,Cardiology,Admin,Registrar,1
2026-03-14,Afternoon,Cardiology,Doctor,Cardiology,2
2026-03-14,Afternoon,Cardiology,Nurse,AssistantNurse,3
2026-03-14,Afternoon,Cardiology,Nurse,Nurse,3
2026-03-14,Morning,Cardiology,Admin,Secretary,1
2026-03-14,Morning,Cardiology,Admin,Accountant,1
2026-03-14,Morning,Cardiology,Doctor,Cardiology,2
2026-03-14,Morning,Cardiology,Nurse,AssistantNurse,5
2026-03-14,Morning,Cardiology,Nurse,HeadNurse,1
2026-03-14,Night,Cardiology,Admin,RecordsClerk,1
2026-03-14,Night,Cardiology,Admin,Scheduler,1
2026-03-14,Night,Cardiology,Doctor,Cardiology,2
2026-03-14,Night,Cardiology,Nurse,Nurse,6
2026-03-14,Afternoon,Emergency,Admin,Registrar,1
2026-03-14,Afternoon,Emergency,Admin,Archivist,1
2026-03-14,Afternoon,Emergency,Doctor,EmergencyMed,3
2026-03-14,Afternoon,Emergency,Nurse,Nurse,3
2026-03-14,Afternoon,Emergency,Nurse,AssistantNurse,3
2026-03-14,Morning,Emergency,Admin,Accountant,1
2026-03-14,Morning,Emergency,Admin,Secretary,1
2026-03-14,Morning,Emergency,Doctor,EmergencyMed,3
2026-03-14,Morning,Emergency,Nurse,AssistantNurse,5
2026-03-14,Morning,Emergency,Nurse,HeadNurse,1
2026-03-14,Night,Emergency,Admin,RecordsClerk,1
2026-03-14,Night,Emergency,Admin,Scheduler,1
2026-03-14,Night,Emergency,Doctor,EmergencyMed,3
2026-03-14,Night,Emergency,Nurse,Nurse,6
2026-03-14,Afternoon,ENT,Admin,Registrar,1
2026-03-14,Afternoon,ENT,Admin,Archivist,1
2026-03-14,Afternoon,ENT,Doctor,ENT,2
2026-03-14,Afternoon,ENT,Nurse,AssistantNurse,3
2026-03-14,Afternoon,ENT,Nurse,Nurse,3
2026-03-14,Morning,ENT,Admin,Secretary,1
2026-03-14,Morning,ENT,Admin,Accountant,1
2026-03-14,Morning,ENT,Doctor,ENT,2
2026-03-14,Morning,ENT,Nurse,HeadNurse,1
2026-03-14,Morning,ENT,Nurse,AssistantNurse,5
2026-03-14,Night,ENT,Admin,RecordsClerk,1
2026-03-14,Night,ENT,Admin,Scheduler,1
2026-03-14,Night,ENT,Doctor,ENT,3
2026-03-14,Night,ENT,Nurse,Nurse,6
2026-03-14,Afternoon,Gastroenterology,Admin,Registrar,1
2026-03-14,Afternoon,Gastroenterology,Admin,Archivist,1
2026-03-14,Afternoon,Gastroenterology,Doctor,Gastroenterology,3
2026-03-14,Afternoon,Gastroenterology,Nurse,AssistantNurse,3
2026-03-14,Afternoon,Gastroenterology,Nurse,Nurse,3
2026-03-14,Morning,Gastroenterology,Admin,Secretary,1
2026-03-14,Morning,Gastroenterology,Admin,Accountant,1
2026-03-14,Morning,Gastroenterology,Doctor,Gastroenterology,2
2026-03-14,Morning,Gastroenterology,Nurse,AssistantNurse,5
2026-03-14,Morning,Gastroenterology,Nurse,HeadNurse,1
2026-03-14,Night,Gastroenterology,Admin,Scheduler,1
2026-03-14,Night,Gastroenterology,Admin,RecordsClerk,1
2026-03-14,Night,Gastroenterology,Doctor,Gastroenterology,3
2026-03-14,Night,Gastroenterology,Nurse,Nurse,6
2026-03-14,Afternoon,ICU,Admin,Registrar,1
2026-03-14,Afternoon,ICU,Admin,Archivist,1
2026-03-14,Afternoon,ICU,Doctor,IntensiveCare,2
2026-03-14,Afternoon,ICU,Nurse,Nurse,3
2026-03-14,Afternoon,ICU,Nurse,AssistantNurse,3
2026-03-14,Morning,ICU,Admin,Accountant,1
2026-03-14,Morning,ICU,Admin,Secretary,1
2026-03-14,Morning,ICU,Doctor,IntensiveCare,2
2026-03-14,Morning,ICU,Nurse,AssistantNurse,5
2026-03-14,Morning,ICU,Nurse,HeadNurse,1
2026-03-14,Night,ICU,Admin,Scheduler,1
2026-03-14,Night,ICU,Admin,RecordsClerk,1
2026-03-14,Night,ICU,Doctor,IntensiveCare,2
2026-03-14,Night,ICU,Nurse,Nurse,6
2026-03-14,Afternoon,"Internal Medicine",Admin,Registrar,1
2026-03-14,Afternoon,"Internal Medicine",Admin,Archivist,1
2026-03-14,Afternoon,"Internal Medicine",Doctor,InternalMed,2
2026-03-14,Afternoon,"Internal Medicine",Nurse,Nurse,3
2026-03-14,Afternoon,"Internal Medicine",Nurse,AssistantNurse,3
2026-03-14,Morning,"Internal Medicine",Admin,Secretary,1
2026-03-14,Morning,"Internal Medicine",Admin,Accountant,1
2026-03-14,Morning,"Internal Medicine",Doctor,InternalMed,2
2026-03-14,Morning,"Internal Medicine",Nurse,AssistantNurse,5
