Name	Year	KENcode	BaseCost	ExtraCost	TotalRevenue	InsuranceProviderName	HospitalizationCount
Psychiatry	2026	Ε12Α	70554	55588.00	126142.00	StudentFund	11
Cardiology	2025	Θ04Μ	48158	12039.50	60197.50	StudentFund	11
Surgery	2025	Θ08Α	3808	4760.00	8568.00	StudentFund	4
ICU	2025	Τ27Χ	856	285.34	1141.34	StudentFund	2
Neurology	2025	Α02Χ	2732	3415.00	6147.00	StudentFund	4
Gastroenterology	2025	Η42Μ	3876	3149.25	7025.25	StudentFund	2
Oncology	2025	Ν04Χ	4940	1235.00	6175.00	StudentFund	2
Pediatrics	2025	Δ20Μ	8007	667.24	8674.24	StudentFund	3
Ophthalmology	2025	Δ25Χ	700	875.00	1575.00	StudentFund	2
ENT	2025	Μ09Μ	58880	10631.14	69511.14	StudentFund	4
Nephrology	2025	Ο23Α	2100	1470.00	3570.00	StudentFund	5
Psychiatry	2025	Π27Μ	5042	630.24	5672.24	StudentFund	2
Internal Medicine	2025	Β04Α	3912	3912.00	7824.00	StudentFund	6
Cardiology	2026	Υ22Μ	1471	210.14	1681.14	StudentFund	1
Surgery	2026	Π47Χ	1005	1005.00	2010.00	StudentFund	3
ICU	2026	Κ35Μ	3004	1072.85	4076.85	StudentFund	2
Emergency	2026	S01Μ	4826	1206.51	6032.51	StudentFund	2
Neurology	2026	Δ08Χ	3164	1582.00	4746.00	StudentFund	4
Pulmonology	2026	Ν30Μβ	16740	1033.35	17773.35	StudentFund	9
Gastroenterology	2026	Θ09Χβ	3530	588.33	4118.33	StudentFund	2
Oncology	2026	Ν30Α	420	210.00	630.00	StudentFund	1
Pediatrics	2026	Δ20Μ	29359	2001.72	31360.72	StudentFund	11
Ophthalmology	2026	Δ25Χ	350	525.00	875.00	StudentFund	1
ENT	2026	Μ09Μ	14720	0.00	14720.00	StudentFund	1
Nephrology	2026	Μ01Μ	28040	3925.60	31965.60	StudentFund	2
Cardiology	2025	Η08Μ	6333	2110.98	8443.98	StudentFund	3
Surgery	2025	Π27Μ	20168	4201.60	24369.60	StudentFund	8
Orthopedics	2025	Χ44Α	2304	329.14	2633.14	StudentFund	2
Gastroenterology	2025	Κ39Μ	3804	1056.65	4860.65	StudentFund	3
Oncology	2025	Ν30Α	1260	1050.00	2310.00	StudentFund	3
Pediatrics	2025	Κ12Χ	11082	3694.00	14776.00	StudentFund	3
Ophthalmology	2025	Κ42Μ	14378	1643.20	16021.20	StudentFund	7
Internal Medicine	2025	Ο13Α	672	1008.00	1680.00	StudentFund	2
Surgery	2026	Γ06Μ	9894	4947.00	14841.00	StudentFund	6
Neurology	2026	Κ39Χ	1962	817.50	2779.50	StudentFund	6
Pulmonology	2026	Μ64Χ	5875	734.40	6609.40	StudentFund	5
Gastroenterology	2026	Ω04Χ	15472	13538.00	29010.00	StudentFund	8
Oncology	2026	Ν04Χ	2470	617.50	3087.50	StudentFund	1
Nephrology	2026	Ο23Α	2520	1470.00	3990.00	StudentFund	6
Psychiatry	2026	Π27Μ	5042	210.08	5252.08	StudentFund	2
Emergency	2025	Υ06Χ	808	808.00	1616.00	EFKA	1
Neurology	2025	Δ08Χ	1582	791.00	2373.00	EFKA	2
Ophthalmology	2025	Ρ05Μβ	12200	2372.23	14572.23	EFKA	4
ENT	2025	Δ13Χ	1830	1143.75	2973.75	EFKA	2
Internal Medicine	2025	Ο13Α	1008	1008.00	2016.00	EFKA	3
ICU	2026	Τ27Χ	2996	1284.03	4280.03	EFKA	7
Emergency	2026	Υ06Χ	1616	1616.00	3232.00	EFKA	2
Orthopedics	2026	Ζ02Μ	43350	6020.85	49370.85	EFKA	6
Pulmonology	2026	Υ20Μβ	7800	4550.07	12350.07	EFKA	6
Gastroenterology	2026	Ω04Χ	17406	6769.00	24175.00	EFKA	9
Ophthalmology	2026	Κ42Μ	4108	1027.00	5135.00	EFKA	2
Nephrology	2026	Ν06Μ	6594	1775.34	8369.34	EFKA	2
Surgery	2025	Θ08Α	2856	3808.00	6664.00	EFKA	3
Emergency	2025	Ε10Α	564054	29595.47	593649.47	EFKA	6
Pulmonology	2025	Υ20Μβ	5200	1516.69	6716.69	EFKA	4
Nephrology	2025	Μ01Μ	28040	0.00	28040.00	EFKA	2
Pulmonology	2026	Ν30Μβ	11160	4133.40	15293.40	EFKA	6
Ophthalmology	2026	Ρ05Μβ	3050	1016.67	4066.67	EFKA	1
ENT	2026	Δ13Χ	2745	2058.75	4803.75	EFKA	3
Cardiology	2025	Χ20Α	148	0.00	148.00	EFKA	1
Surgery	2025	Π47Χ	1340	1507.50	2847.50	EFKA	4
Neurology	2025	Β01Χ	23136	6507.00	29643.00	EFKA	8
Oncology	2025	Ν30Α	2100	2310.00	4410.00	EFKA	5
Nephrology	2025	Ν06Μ	6594	253.62	6847.62	EFKA	2
Psychiatry	2025	Κ11Χ	19338	3683.36	23021.36	EFKA	6
Cardiology	2026	Χ20Α	444	592.00	1036.00	EFKA	3
ICU	2026	Κ32Μ	12372	3866.25	16238.25	EFKA	6
Neurology	2026	Β01Χ	31812	18798.00	50610.00	EFKA	11
Ophthalmology	2026	Ν24Μ	7167	1653.93	8820.93	EFKA	3
Surgery	2025	Π27Μ	17647	3781.44	21428.44	PrivateHealth	7
Emergency	2025	Υ20Μβ	2600	216.67	2816.67	PrivateHealth	2
Orthopedics	2025	Ζ02Μ	36125	3211.12	39336.12	PrivateHealth	5
Gastroenterology	2025	Υ05Χ	7000	1333.32	8333.32	PrivateHealth	7
Pediatrics	2025	Δ20Μ	16014	3169.39	19183.39	PrivateHealth	6
ENT	2025	Μ78Μ	10241	1828.80	12069.80	PrivateHealth	7
Nephrology	2025	Ζ20Α	241	482.00	723.00	PrivateHealth	1
Internal Medicine	2025	Π28Α	1740	870.00	2610.00	PrivateHealth	6
Surgery	2026	Π47Χ	1675	1675.00	3350.00	PrivateHealth	5
ICU	2026	Υ09Χβ	3105	1035.00	4140.00	PrivateHealth	3
Neurology	2026	Ω02Μα	10840	5420.03	16260.03	PrivateHealth	2
Orthopedics	2026	Ω12Α	1892	1892.00	3784.00	PrivateHealth	2
Pulmonology	2026	Ν30Μβ	11160	3100.05	14260.05	PrivateHealth	6
Gastroenterology	2026	Μ19Χ	3808	2856.00	6664.00	PrivateHealth	2
Ophthalmology	2026	Ρ01Α	2215	3101.00	5316.00	PrivateHealth	5
ENT	2026	Μ07Α	15705	3240.77	18945.77	PrivateHealth	3
Nephrology	2026	Μ01Μ	56080	2243.20	58323.20	PrivateHealth	4
Psychiatry	2026	Ε12Α	51312	23518.00	74830.00	PrivateHealth	8
Orthopedics	2025	Χ44Α	1152	493.71	1645.71	PrivateHealth	1
Gastroenterology	2025	Κ39Μ	3804	0.00	3804.00	PrivateHealth	3
Internal Medicine	2025	Β04Α	4564	3260.00	7824.00	PrivateHealth	7
Surgery	2026	Δ01Χ	19356	3584.45	22940.45	PrivateHealth	3
Pulmonology	2026	Ξ20Χα	1572	1310.00	2882.00	PrivateHealth	2
Oncology	2026	Κ03Μ	92574	12745.77	105319.77	PrivateHealth	6
Pediatrics	2026	Κ12Χ	18470	13852.50	32322.50	PrivateHealth	5
ENT	2026	Α34Μβ	6965	2985.00	9950.00	PrivateHealth	5
Nephrology	2026	Ν06Μ	3297	760.86	4057.86	PrivateHealth	1
Cardiology	2025	Α10Χ	27762	9254.08	37016.08	PrivateHealth	6
Emergency	2025	Π42Α	4388	3071.60	7459.60	PrivateHealth	4
Oncology	2025	Ν30Α	3360	1890.00	5250.00	PrivateHealth	8
ICU	2026	Ω34Α	864	1152.00	2016.00	PrivateHealth	3
Emergency	2026	Π42Α	1097	0.00	1097.00	PrivateHealth	1
Nephrology	2026	Α35Χ	475	950.00	1425.00	PrivateHealth	1
Surgery	2025	Θ08Α	952	0.00	952.00	ArmyFund	1
ICU	2025	S24Χ	216	216.00	432.00	ArmyFund	1
Orthopedics	2025	Χ44Α	1152	164.57	1316.57	ArmyFund	1
Pulmonology	2025	Μ64Χ	10575	1909.44	12484.44	ArmyFund	9
Gastroenterology	2025	Η42Μ	5814	2422.50	8236.50	ArmyFund	3
Oncology	2025	Ν23Α	10545	648.92	11193.92	ArmyFund	5
Pediatrics	2025	Δ20Μ	21352	2001.72	23353.72	ArmyFund	8
Ophthalmology	2025	Δ07Α	3630	6050.00	9680.00	ArmyFund	6
ENT	2025	Μ07Α	10470	498.58	10968.58	ArmyFund	2
Internal Medicine	2025	Ν32Μ	19050	1814.32	20864.32	ArmyFund	6
Cardiology	2026	Κ12Χ	7388	5541.00	12929.00	ArmyFund	2
ICU	2026	Τ27Χ	856	285.34	1141.34	ArmyFund	2
Neurology	2026	Δ08Χ	1582	791.00	2373.00	ArmyFund	2
Orthopedics	2026	Χ44Α	3456	822.85	4278.85	ArmyFund	3
Pulmonology	2026	Ρ05Χ	4280	0.00	4280.00	ArmyFund	2
Oncology	2026	Κ03Μ	123432	15429.09	138861.09	ArmyFund	8
Ophthalmology	2026	Ρ01Α	2658	4873.00	7531.00	ArmyFund	6
ENT	2026	Δ13Χ	1830	228.75	2058.75	ArmyFund	2
Nephrology	2026	Μ01Μ	56080	1121.60	57201.60	ArmyFund	4
Internal Medicine	2026	Ν32Μ	15875	2721.48	18596.48	ArmyFund	5
Emergency	2025	Υ20Μβ	3900	1083.35	4983.35	ArmyFund	3
Ophthalmology	2025	Δ25Χ	1050	525.00	1575.00	ArmyFund	3
ENT	2025	Μ78Μ	11704	3474.72	15178.72	ArmyFund	8
Nephrology	2025	Σ03Μ	36582	2743.65	39325.65	ArmyFund	6
Cardiology	2026	Υ22Μ	8826	3992.66	12818.66	ArmyFund	6
Surgery	2026	Γ06Μ	8245	4122.50	12367.50	ArmyFund	5
Orthopedics	2026	Μ05Χ	36606	28064.60	64670.60	ArmyFund	6
Pulmonology	2026	Ξ20Χα	2358	1310.00	3668.00	ArmyFund	3
Gastroenterology	2026	Μ19Χ	5712	4760.00	10472.00	ArmyFund	3
Oncology	2026	Ν30Α	840	630.00	1470.00	ArmyFund	2
Ophthalmology	2026	Δ25Χ	350	175.00	525.00	ArmyFund	1
Nephrology	2026	Ο23Α	2100	840.00	2940.00	ArmyFund	5
Orthopedics	2026	Ζ02Μ	50575	5619.46	56194.46	ArmyFund	7
Pulmonology	2025	Υ20Μβ	2600	0.00	2600.00	ArmyFund	2
Oncology	2025	Κ03Μ	92574	8720.79	101294.79	ArmyFund	6
Psychiatry	2025	Π27Μ	5042	1050.40	6092.40	ArmyFund	2
Orthopedics	2026	Μ71Χ	1215	1417.50	2632.50	ArmyFund	3
Pulmonology	2027	Μ64Χ	1175	1175.04	2350.04	ArmyFund	1
Oncology	2027	Κ03Μ	15429	3354.15	18783.15	ArmyFund	1
Pediatrics	2026	Η44Μ	3594	2196.37	5790.37	ArmyFund	3
ENT	2026	Π06Α	1037	1037.01	2074.01	ArmyFund	1
Nephrology	2027	Σ03Μ	6097	0.00	6097.00	ArmyFund	1
Psychiatry	2027	Π27Μ	2521	0.00	2521.00	ArmyFund	1
Internal Medicine	2027	Η20Μ	3561	1618.65	5179.65	ArmyFund	1
Cardiology	2025	Θ04Μ	17512	6019.75	23531.75	Uninsured	4
Emergency	2025	Ε10Α	658063	13927.28	671990.28	Uninsured	7
Neurology	2025	Δ08Χ	1582	791.00	2373.00	Uninsured	2
Pulmonology	2025	Ρ05Χ	4280	1070.01	5350.01	Uninsured	2
Pediatrics	2025	Δ12Μ	19484	3176.70	22660.70	Uninsured	4
Nephrology	2025	Σ03Μ	36582	914.55	37496.55	Uninsured	6
Neurology	2026	Β01Χ	17352	16629.00	33981.00	Uninsured	6
Pulmonology	2026	Μ64Χ	8225	2350.08	10575.08	Uninsured	7
Oncology	2026	Ν23Α	4218	1297.84	5515.84	Uninsured	2
Pediatrics	2026	Δ12Μ	14613	2117.80	16730.80	Uninsured	3
Ophthalmology	2026	Ν24Μ	7167	1837.70	9004.70	Uninsured	3
ENT	2026	Μ78Μ	14630	5669.28	20299.28	Uninsured	10
ICU	2025	Κ35Μ	3004	0.00	3004.00	Uninsured	2
Orthopedics	2025	Ζ02Μ	36125	6020.85	42145.85	Uninsured	5
Gastroenterology	2025	Κ39Μ	6340	1479.31	7819.31	Uninsured	5
Pediatrics	2025	Ω32Α	1074	895.00	1969.00	Uninsured	3
Surgery	2026	Γ06Μ	13192	6183.75	19375.75	Uninsured	8
ICU	2026	Ω34Α	1152	2016.00	3168.00	Uninsured	4
Pulmonology	2026	Υ20Μβ	3900	1300.02	5200.02	Uninsured	3
Oncology	2026	Κ10Χ	16344	9534.00	25878.00	Uninsured	6
Nephrology	2026	Σ03Μ	24388	1219.40	25607.40	Uninsured	4
Psychiatry	2026	Π27Μ	7563	0.00	7563.00	Uninsured	3
Internal Medicine	2026	Π28Α	1740	1740.00	3480.00	Uninsured	6
Emergency	2025	S01Μ	9652	2010.85	11662.85	Uninsured	4
Ophthalmology	2025	Ν24Μ	9556	1102.62	10658.62	Uninsured	4
Internal Medicine	2025	Ν32Μ	3175	0.00	3175.00	Uninsured	1
Orthopedics	2026	Ω12Α	1892	2838.00	4730.00	Uninsured	2
Gastroenterology	2026	Ω04Χ	9670	9670.00	19340.00	Uninsured	5
Ophthalmology	2026	Κ42Μ	16432	3491.80	19923.80	Uninsured	8
ENT	2026	Μ09Μ	14720	0.00	14720.00	Uninsured	1
Psychiatry	2026	Α12Μ	7968	937.40	8905.40	Uninsured	2
Internal Medicine	2026	Ν02Μα	7730	0.00	7730.00	Uninsured	1
Emergency	2025	Υ20Μβ	5200	1733.36	6933.36	StudentFund	4
Neurology	2025	Κ39Χ	654	490.50	1144.50	StudentFund	2
Pulmonology	2025	Ν27Μβ	5228	1797.18	7025.18	StudentFund	4
Gastroenterology	2025	Μ19Χ	9520	9520.00	19040.00	StudentFund	5
Oncology	2025	Κ10Χ	19068	12939.00	32007.00	StudentFund	7
Pediatrics	2025	Δ12Μ	38968	3176.70	42144.70	StudentFund	8
Ophthalmology	2025	Δ07Α	1815	3630.00	5445.00	StudentFund	3
Nephrology	2025	Α35Χ	1425	237.50	1662.50	StudentFund	3
Internal Medicine	2025	Ν02Μα	15460	0.00	15460.00	StudentFund	2
Surgery	2026	Π27Μ	17647	2100.80	19747.80	StudentFund	7
ICU	2026	Υ09Χβ	1035	517.50	1552.50	StudentFund	1
Oncology	2026	Α27Μ	864	864.00	1728.00	StudentFund	1
Ophthalmology	2026	Ν24Μ	4778	551.31	5329.31	StudentFund	2
Psychiatry	2026	Σ03Χ	2198	1098.99	3296.99	StudentFund	2
ICU	2025	Ω34Α	2880	3168.00	6048.00	StudentFund	10
Neurology	2025	Ω37Β	1983	1321.98	3304.98	StudentFund	3
Psychiatry	2025	Α12Μ	11952	2343.50	14295.50	StudentFund	3
Internal Medicine	2025	Π28Α	1160	2320.00	3480.00	StudentFund	4
Cardiology	2026	Α10Χ	23135	8097.32	31232.32	StudentFund	5
ICU	2026	S24Χ	216	432.00	648.00	StudentFund	1
Gastroenterology	2026	Υ05Χ	2000	333.33	2333.33	StudentFund	2
Oncology	2026	Κ03Μ	77145	1341.66	78486.66	StudentFund	5
Pediatrics	2026	Δ12Μ	24355	2541.36	26896.36	StudentFund	5
Ophthalmology	2026	Κ42Μ	16432	3081.00	19513.00	StudentFund	8
ENT	2026	Μ78Μ	8778	914.40	9692.40	StudentFund	6
Internal Medicine	2026	Ν32Μ	6350	1360.74	7710.74	StudentFund	2
Neurology	2025	Δ08Χ	3955	1186.50	5141.50	StudentFund	5
Orthopedics	2025	Ω12Α	2838	2838.00	5676.00	StudentFund	3
Oncology	2025	Ν23Α	6327	1297.84	7624.84	StudentFund	3
ENT	2025	Π06Α	3111	3456.70	6567.70	StudentFund	3
Neurology	2026	Α02Χ	2732	6147.00	8879.00	StudentFund	4
Orthopedics	2026	Ω12Α	2838	2838.00	5676.00	StudentFund	3
Nephrology	2026	Σ03Μ	18291	5182.45	23473.45	StudentFund	3
Pulmonology	2025	Ν30Μβ	7440	0.00	7440.00	EFKA	4
Nephrology	2025	Ζ20Α	964	1205.00	2169.00	EFKA	4
Pediatrics	2026	Η44Μ	2396	1597.36	3993.36	EFKA	2
Surgery	2025	Δ01Χ	12904	1433.78	14337.78	EFKA	2
Ophthalmology	2025	Δ07Α	3630	4840.00	8470.00	EFKA	6
Emergency	2026	S01Μ	12065	3217.36	15282.36	EFKA	5
Psychiatry	2026	Η06Χ	4668	2178.40	6846.40	EFKA	3
Internal Medicine	2026	Ο13Α	672	1008.00	1680.00	EFKA	2
Neurology	2025	Ω02Μα	16260	4927.30	21187.30	EFKA	3
Orthopedics	2025	Μ71Χ	1215	202.50	1417.50	EFKA	3
ENT	2025	Μ07Α	10470	498.58	10968.58	EFKA	2
Surgery	2026	Φ26Χ	1656	1242.00	2898.00	EFKA	2
Neurology	2026	Δ08Χ	2373	2768.50	5141.50	EFKA	3
ENT	2026	Μ09Μ	14720	3271.12	17991.12	EFKA	1
Nephrology	2026	Μ01Μ	42060	2804.00	44864.00	EFKA	3
Surgery	2025	Γ06Μ	8245	6596.00	14841.00	PrivateHealth	5
ICU	2025	Τ27Χ	1284	428.01	1712.01	PrivateHealth	3
Gastroenterology	2025	Η42Μ	5814	2664.75	8478.75	PrivateHealth	3
Ophthalmology	2025	Δ07Α	2420	3630.00	6050.00	PrivateHealth	4
Nephrology	2025	Α35Χ	3800	2137.50	5937.50	PrivateHealth	8
ICU	2026	Τ27Χ	1284	142.67	1426.67	PrivateHealth	3
Neurology	2026	Δ08Χ	1582	395.50	1977.50	PrivateHealth	2
Orthopedics	2026	Χ44Α	3456	822.85	4278.85	PrivateHealth	3
Gastroenterology	2026	Υ05Χ	5000	4999.95	9999.95	PrivateHealth	5
Ophthalmology	2026	Ρ05Μβ	9150	4744.46	13894.46	PrivateHealth	3
ICU	2025	Υ09Χβ	2070	1035.00	3105.00	PrivateHealth	2
Neurology	2025	Ω37Β	1983	660.99	2643.99	PrivateHealth	3
Gastroenterology	2025	Μ19Χ	3808	952.00	4760.00	PrivateHealth	2
Oncology	2025	Ν04Χ	4940	0.00	4940.00	PrivateHealth	2
ENT	2025	Δ13Χ	3660	915.00	4575.00	PrivateHealth	4
Psychiatry	2025	Π27Μ	5042	0.00	5042.00	PrivateHealth	2
Emergency	2026	Υ20Μβ	5200	3033.38	8233.38	PrivateHealth	4
Pulmonology	2026	Ν27Μβ	3921	490.14	4411.14	PrivateHealth	3
ENT	2026	Δ13Χ	2745	915.00	3660.00	PrivateHealth	3
ENT	2025	Α34Μβ	6965	2985.00	9950.00	PrivateHealth	5
Cardiology	2026	Η08Μ	2111	2814.64	4925.64	PrivateHealth	1
Emergency	2027	Ε10Α	94009	13927.28	107936.28	PrivateHealth	1
Orthopedics	2026	Μ05Χ	18303	12202.00	30505.00	PrivateHealth	3
Pulmonology	2026	Υ20Μβ	3900	1733.36	5633.36	PrivateHealth	3
Oncology	2026	Α27Μ	3456	1728.00	5184.00	PrivateHealth	4
Pediatrics	2026	Ω32Α	358	716.00	1074.00	PrivateHealth	1
Ophthalmology	2027	Ν24Μ	4778	183.77	4961.77	PrivateHealth	2
ENT	2027	Μ09Μ	14720	3271.12	17991.12	PrivateHealth	1
Nephrology	2027	Ν06Μ	3297	507.24	3804.24	PrivateHealth	1
Internal Medicine	2027	Ν32Μ	6350	2721.48	9071.48	PrivateHealth	2
Cardiology	2025	Χ20Α	444	888.00	1332.00	ArmyFund	3
Neurology	2025	Ω37Β	1322	220.33	1542.33	ArmyFund	2
Orthopedics	2025	Μ71Χ	405	202.50	607.50	ArmyFund	1
Nephrology	2025	Α35Χ	1425	950.00	2375.00	ArmyFund	3
Internal Medicine	2025	Β04Α	4564	3912.00	8476.00	ArmyFund	7
Cardiology	2026	Θ04Μ	13134	3830.75	16964.75	ArmyFund	3
Emergency	2026	Υ20Μβ	3900	1083.35	4983.35	ArmyFund	3
Pediatrics	2026	Δ20Μ	21352	3336.20	24688.20	ArmyFund	8
Psychiatry	2026	Η06Χ	1556	933.60	2489.60	ArmyFund	1
ICU	2025	Ω34Α	1152	2304.00	3456.00	ArmyFund	4
Orthopedics	2025	Μ04Μ	42252	13301.48	55553.48	ArmyFund	6
Gastroenterology	2025	Υ05Χ	8000	4999.95	12999.95	ArmyFund	8
Pediatrics	2025	Κ12Χ	18470	2770.50	21240.50	ArmyFund	5
Psychiatry	2025	Η06Χ	3112	311.20	3423.20	ArmyFund	2
Pulmonology	2026	Μ64Χ	3525	1321.92	4846.92	ArmyFund	3
Gastroenterology	2026	Υ05Χ	4000	3999.96	7999.96	ArmyFund	4
Ophthalmology	2026	Ρ05Μβ	3050	1016.67	4066.67	ArmyFund	1
Internal Medicine	2026	Ο13Α	336	336.00	672.00	ArmyFund	1
ICU	2025	Κ35Μ	7510	2360.27	9870.27	ArmyFund	5
Pediatrics	2025	Υ22Μ	1471	420.28	1891.28	ArmyFund	1
ENT	2025	Μ09Μ	88320	4088.90	92408.90	ArmyFund	6
Cardiology	2026	Χ20Α	296	148.00	444.00	ArmyFund	2
Ophthalmology	2026	Κ42Μ	18486	4313.40	22799.40	ArmyFund	9
Nephrology	2026	Σ03Μ	36582	3658.20	40240.20	ArmyFund	6
Psychiatry	2026	Α12Μ	11952	2577.85	14529.85	ArmyFund	3
Cardiology	2025	Υ22Μ	2942	1050.70	3992.70	Uninsured	2
Pediatrics	2025	Υ22Μ	2942	1681.12	4623.12	Uninsured	2
Surgery	2026	Φ26Χ	2484	2898.00	5382.00	Uninsured	3
Orthopedics	2026	Χ44Α	1152	0.00	1152.00	Uninsured	1
Pulmonology	2026	Ν30Μβ	9300	2066.70	11366.70	Uninsured	5
Nephrology	2026	Μ01Μ	42060	0.00	42060.00	Uninsured	3
Cardiology	2025	Χ20Α	592	1184.00	1776.00	Uninsured	4
ICU	2025	Τ27Χ	856	142.67	998.67	Uninsured	2
Pulmonology	2025	Ν30Μβ	9300	2480.04	11780.04	Uninsured	5
Orthopedics	2026	Ζ02Μ	57800	4013.90	61813.90	Uninsured	8
ENT	2026	Δ13Χ	3660	2516.25	6176.25	Uninsured	4
Internal Medicine	2026	Η20Μ	24927	5503.41	30430.41	Uninsured	7
Emergency	2025	Υ20Μβ	3900	2166.70	6066.70	Uninsured	3
Neurology	2025	Ω37Β	1983	881.32	2864.32	Uninsured	3
Orthopedics	2025	Ω12Α	1892	2838.00	4730.00	Uninsured	2
Pediatrics	2026	Κ12Χ	11082	2770.50	13852.50	Uninsured	3
ENT	2026	Α34Μβ	2786	199.00	2985.00	Uninsured	2
Psychiatry	2026	Η06Χ	3112	311.20	3423.20	Uninsured	2
ENT	2025	Α34Μβ	4179	398.00	4577.00	StudentFund	3
Psychiatry	2025	Η06Χ	3112	0.00	3112.00	StudentFund	2
ICU	2026	Κ32Μ	20620	5670.50	26290.50	StudentFund	10
Gastroenterology	2026	Η42Μ	3876	242.25	4118.25	StudentFund	2
Psychiatry	2026	Η06Χ	3112	3112.00	6224.00	StudentFund	2
Internal Medicine	2026	Π28Α	1160	1450.00	2610.00	StudentFund	4
Cardiology	2025	Κ12Χ	3694	0.00	3694.00	StudentFund	1
Emergency	2025	S01Μ	4826	402.17	5228.17	StudentFund	2
Oncology	2025	Α27Μ	864	864.00	1728.00	StudentFund	1
ENT	2025	Δ13Χ	1830	0.00	1830.00	StudentFund	2
Cardiology	2026	Η08Μ	2111	1407.32	3518.32	StudentFund	1
Emergency	2026	Π42Α	3291	658.20	3949.20	StudentFund	3
Pediatrics	2026	Κ12Χ	7388	6464.50	13852.50	StudentFund	2
Nephrology	2026	Α35Χ	3325	2137.50	5462.50	StudentFund	7
Surgery	2025	Π47Χ	335	167.50	502.50	StudentFund	1
Emergency	2025	Υ06Χ	1616	1212.00	2828.00	StudentFund	2
Pulmonology	2025	Ρ05Χ	2140	1783.35	3923.35	StudentFund	1
Gastroenterology	2025	Υ05Χ	4000	2666.64	6666.64	StudentFund	4
Ophthalmology	2025	Ρ05Μβ	3050	1694.45	4744.45	StudentFund	1
Pulmonology	2026	Ρ05Χ	4280	356.67	4636.67	StudentFund	2
ENT	2026	Μ07Α	10470	2243.61	12713.61	StudentFund	2
Orthopedics	2026	Χ44Α	1152	329.14	1481.14	EFKA	1
Pediatrics	2026	Ω32Α	358	537.00	895.00	EFKA	1
Emergency	2025	Π42Α	3291	438.80	3729.80	EFKA	3
Pulmonology	2025	Ν27Μβ	3921	1470.42	5391.42	EFKA	3
Cardiology	2026	Κ12Χ	7388	4617.50	12005.50	EFKA	2
Pulmonology	2026	Ν27Μβ	1307	0.00	1307.00	EFKA	1
Ophthalmology	2026	Δ25Χ	700	700.00	1400.00	EFKA	2
Psychiatry	2026	Π27Μ	10084	3571.36	13655.36	EFKA	4
Psychiatry	2025	Σ03Χ	2198	366.33	2564.33	EFKA	2
Pulmonology	2027	Ν30Μβ	1860	1446.69	3306.69	EFKA	1
Ophthalmology	2027	Ν24Μ	2389	183.77	2572.77	EFKA	1
ENT	2027	Μ78Μ	1463	548.64	2011.64	EFKA	1
Emergency	2025	S01Μ	2413	804.34	3217.34	PrivateHealth	1
Neurology	2025	Δ08Χ	1582	395.50	1977.50	PrivateHealth	2
Pediatrics	2025	Ω32Α	358	537.00	895.00	PrivateHealth	1
Psychiatry	2025	Η06Χ	3112	933.60	4045.60	PrivateHealth	2
Neurology	2026	Κ39Χ	1962	1144.50	3106.50	PrivateHealth	6
Psychiatry	2026	Η06Χ	6224	933.60	7157.60	PrivateHealth	4
Gastroenterology	2026	Η42Μ	7752	726.75	8478.75	PrivateHealth	4
Surgery	2025	Π47Χ	1005	1005.00	2010.00	PrivateHealth	3
Psychiatry	2026	Σ03Χ	3297	0.00	3297.00	PrivateHealth	3
Oncology	2026	Α27Μ	1728	1080.00	2808.00	ArmyFund	2
Cardiology	2025	Κ12Χ	7388	4617.50	12005.50	ArmyFund	2
Emergency	2025	S01Μ	9652	2413.02	12065.02	ArmyFund	4
Neurology	2025	Κ39Χ	981	1144.50	2125.50	ArmyFund	3
Pulmonology	2026	Υ20Μβ	2600	1516.69	4116.69	ArmyFund	2
Surgery	2025	Δ01Χ	12904	716.89	13620.89	ArmyFund	2
Pediatrics	2025	Δ12Μ	19484	2541.36	22025.36	ArmyFund	4
Ophthalmology	2025	Ν24Μ	7167	2572.78	9739.78	ArmyFund	3
Surgery	2026	Π47Χ	1005	167.50	1172.50	ArmyFund	3
Psychiatry	2026	Σ03Χ	2198	732.66	2930.66	ArmyFund	2
Cardiology	2025	Κ12Χ	14776	5541.00	20317.00	Uninsured	4
ENT	2025	Μ09Μ	44160	5724.46	49884.46	Uninsured	3
Emergency	2026	Υ20Μβ	5200	650.01	5850.01	Uninsured	4
Surgery	2025	Φ26Χ	828	828.00	1656.00	Uninsured	1
Neurology	2025	Κ39Χ	981	817.50	1798.50	Uninsured	3
Ophthalmology	2025	Ρ01Α	2215	3544.00	5759.00	Uninsured	5
Internal Medicine	2025	Π28Α	580	870.00	1450.00	Uninsured	2
Cardiology	2026	Χ20Α	444	296.00	740.00	Uninsured	3
ICU	2026	Τ27Χ	428	285.34	713.34	Uninsured	1
Emergency	2025	Υ06Χ	808	0.00	808.00	Uninsured	1
Pulmonology	2025	Ν27Μβ	3921	816.90	4737.90	Uninsured	3
Oncology	2026	Α27Μ	864	216.00	1080.00	Uninsured	1
Cardiology	2025	Υ22Μ	2942	210.14	3152.14	StudentFund	2
Pulmonology	2025	Ν30Μβ	7440	1240.02	8680.02	StudentFund	4
Psychiatry	2025	Ε12Α	32070	8552.00	40622.00	StudentFund	5
Neurology	2026	Ω37Β	1983	660.99	2643.99	StudentFund	3
Ophthalmology	2026	Δ07Α	605	1815.00	2420.00	StudentFund	1
Nephrology	2025	Μ01Μ	28040	560.80	28600.80	StudentFund	2
